Timestamp,Age,Gender,Country,State,Occupation,Do you work/study in you state of Residence?,"Financially, which period was more difficult for you?","Emotionally / mentally, which period was more difficult for you?",During which period was your health more affected?,Did you or someone you know suffer from covid19?,Who suffered from covid19?,How severe was the condition,How were you feeling during this time?,How did your interaction with friends change during covid19?,What was your major method of connecting with friends during lockdown?,How was your relationship with your family affected during covid19?,How do you feel about change in interaction with the colleagues/ classmates/ customers?,Did you feel that in case of emergency you can rely on friends/relatives for help,How was your occupation affected by covid19?,How was your studies affected by covid19?,Did your household expenditure increase or decrease?,Did you receive any incentive or financial help from government/bank?,Did your family had to make extra healthcare expenditure during covid19?,Does that person in your family have health insurance?,Did you have to take loan or insurance?,Did you feel anxious about your future during lockdown?,Did you feel lonely during lockdown?,Did you feel frustrated being confined at home for long time?,How many times you became a part of family argument?,Did you feel downhearted or depressed during lockdown/ covid?,How did change in occupation/ studies affect you emotionally and mentally?,Do you agree with the rule of complete lockdown in case of any future pandemic?,Do you feel more prepared to handle such situation in future?,"Do you feel that the healthcare, government, financial and educational sectors are capable of handling such situation in future?"
10/16/2021 11:04:42,20,Female,India,Uttar Pradesh,Student,No,Similar during both,2nd wave(2021),1st wave(2020),Yes,Close friend,2,Little worried,3,Text,3,Interaction became difficult,3,Not relevant for me,Normal,Increase,No,Yes,Yes,None,Most of the time,Rarely,Sometimes,sometimes,Sometimes,Normal,Maybe,Yes,Yes
10/16/2021 11:04:45,19,Male,India,Uttar Pradesh,Student,Yes,Similar during both,Similar during both,My health was not affected,Yes,Close friend,3,Little worried,4,Call,5,I felt no change,5,Not relevant for me,Normal,No change,No,No,,,Sometimes,Rarely,Sometimes,Very Rare,Sometimes,Stressed,Yes,Yes,Maybe
10/16/2021 11:08:05,19,Female,India,Rajasthan,Student,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,Family member,5,Little worried,3,Text,2,I felt no change,5,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Sometimes,Most of the time,Most of the time,Every other day,Most of the times,Normal,Yes,Yes,Yes
10/16/2021 11:09:29,28,Male,India,Uttar Pradesh,Corporate,No,Similar during both,2nd wave(2021),1st wave(2020),Yes,Family member,4,Stressed,3,Call,5,I felt no change,3,No Change,Not relevant for me,Decrease,No,Yes,No,None,Sometimes,Never,Never,Not at all,Never,Not relevant,Yes,Yes,Yes
10/16/2021 11:10:26,20,Male,India,Uttar Pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member",5,Stressed,4,Call,1,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,Yes,Insurance,Most of the time,Sometimes,Sometimes,sometimes,Most of the times,Stressed,Maybe,Maybe,No
10/16/2021 11:14:00,29,Male,India,Gagan Sharma,Student,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",3,Stressed,3,Text,4,I felt no change,3,Not relevant for me,Normal,No change,No,No,,,Rarely,Rarely,Rarely,Not at all,Rarely,Relaxed,Yes,Yes,Yes
10/16/2021 11:20:24,18,Male,India,Uttarakhand,Student,No,Similar during both,Similar during both,1st wave(2020),Yes,"Myself, Family member",5,Stressed,2,Call,3,Interaction completely stopped,3,Not relevant for me,Declined,Decrease,No,Yes,No,None,Most of the time,Sometimes,Sometimes,Every other day,Most of the times,Stressed,Yes,Yes,Maybe
10/16/2021 11:22:48,24,Male,India,Uttarpradesh,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Family member,4,Stressed,5,Meeting,3,Interaction became difficult,4,Pay /Income decreased,Improved,Increase,No,Yes,Yes,Insurance,Sometimes,Sometimes,Sometimes,Every other day,Sometimes,Normal,Yes,Yes,Yes
10/16/2021 11:24:21,21,Male,India,Uttar Pradesh,Corporate,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Family member, Close friend",3,Stressed,4,Call,4,Interaction became difficult,4,Pay /Income decreased,Declined,Decrease,No,Yes,No,None,Sometimes,Sometimes,Sometimes,sometimes,Most of the times,Normal,Yes,Yes,Maybe
10/16/2021 11:28:10,29,Female,India,Uttar Pradesh,Corporate,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,5,Stressed,2,Text,5,Interaction completely stopped,1,No Change,Normal,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Normal,Maybe,Yes,Maybe
10/16/2021 11:30:18,19,Male,India,Manipur,Student,No,Similar during both,Similar during both,My health was not affected,Yes,Close friend,4,Stressed,1,Video Call,2,Interaction became difficult,4,Not relevant for me,Declined,No change,No,Yes,Yes,Insurance,Most of the time,Most of the time,Rarely,sometimes,Most of the times,Stressed,Maybe,Maybe,Maybe
10/16/2021 11:32:37,19,Male,India,Uttar Pradesh,Student,No,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,4,Little worried,3,Call,2,Interaction became difficult,4,No Change,Normal,Increase,No,Yes,No,None,Sometimes,Never,Sometimes,Every other day,Sometimes,Normal,Yes,Yes,Maybe
10/16/2021 11:32:46,20,Female,India,New delhi,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),No,,,,3,Call,3,Interaction became difficult,4,No Change,Normal,Increase,No,Yes,Yes,Insurance,Sometimes,Sometimes,Sometimes,Very Rare,Sometimes,Stressed,Maybe,Maybe,Maybe
10/16/2021 11:38:11,20,Male,India,New Delhi,Student,Yes,Similar during both,Similar during both,My health was not affected,Yes,Family member,3,Little worried,2,Video Call,3,Interaction completely stopped,4,No Change,Declined,Increase,No,Yes,Yes,None,Rarely,Most of the time,Most of the time,sometimes,Sometimes,Stressed,Yes,Yes,Yes
10/16/2021 11:45:08,20,Female,India,Delhi,Student,No,Similar during both,2nd wave(2021),1st wave(2020),Yes,Family member,2,Little worried,2,Call,4,Interaction completely stopped,1,Not relevant for me,Declined,Decrease,No,Yes,Yes,Insurance,Sometimes,Sometimes,Most of the time,Every other day,Sometimes,Stressed,No,Yes,Yes
10/16/2021 11:47:37,20,Male,India,Uttar Pradesh,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Family member,3,Stressed,4,Call,2,It became more interactive,4,Not relevant for me,Declined,No change,No,No,,,Sometimes,Most of the time,Most of the time,sometimes,Sometimes,Stressed,Yes,Yes,No
10/16/2021 11:48:12,37,Male,India,Hp,Self Employed,No,1st wave(2020),1st wave(2020),My health was not affected,No,,,,5,Call,5,Interaction completely stopped,5,No Change,Declined,No change,No,No,,,Sometimes,Sometimes,Most of the time,Not at all,Most of the times,Normal,Maybe,Maybe,Maybe
10/16/2021 11:50:38,26,Female,India,Rat,Self Employed,Yes,1st wave(2020),2nd wave(2021),My health was not affected,Yes,Family member,5,Stressed,3,Video Call,5,Interaction became difficult,5,Pay /Income decreased,Declined,Decrease,No,No,,,Rarely,Sometimes,Sometimes,Not at all,Sometimes,Normal,Yes,Yes,Yes
10/16/2021 11:54:41,19,Male,India,Uttar Pradesh,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Close friend,3,Little worried,2,Text,2,Interaction became difficult,2,Not relevant for me,Normal,Decrease,No,No,,,Sometimes,Rarely,Sometimes,sometimes,Rarely,Relaxed,Yes,Yes,Yes
10/16/2021 11:57:02,23,Female,India,Rajasthan,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Family member,3,Stressed,2,Call,5,Interaction became difficult,2,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Most of the time,Most of the time,Most of the time,Every other day,Most of the times,Stressed,Yes,Yes,No
10/16/2021 12:03:55,30,Female,India,Himachal Pradesh,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Myself, Close friend",3,Stressed,2,Text,2,Interaction became difficult,3,Not relevant for me,Declined,Increase,No,Yes,No,Loan,Most of the time,Sometimes,Most of the time,sometimes,Most of the times,Stressed,Yes,Yes,No
10/16/2021 12:04:51,21,Male,India,Uttar Pradesh,Student,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Family member,2,Not worried,5,Text,2,It became more interactive,3,Not relevant for me,Declined,Increase,No,Yes,Yes,Insurance,Sometimes,Sometimes,Most of the time,sometimes,Sometimes,Stressed,Maybe,Maybe,No
10/16/2021 12:06:39,26,Female,India,Haryana,Corporate,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,5,Stressed,2,Text,3,Interaction became difficult,5,No Change,Not relevant for me,Increase,No,Yes,Yes,Insurance,Most of the time,Sometimes,Most of the time,Every other day,Sometimes,Stressed,Yes,Yes,No
10/16/2021 12:16:39,24,Male,India,Uttar Pradesh,Student,Yes,Similar during both,2nd wave(2021),2nd wave(2021),No,,,,3,Video Call,5,I felt no change,5,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Sometimes,Rarely,Never,Not at all,Never,Not relevant,No,Yes,No
10/16/2021 12:16:49,18,Male,India,Delhi,Student,Yes,Similar during both,Similar during both,Similar during both,No,,,,1,No friends,1,Interaction completely stopped,1,Not relevant for me,Declined,Increase,No,Yes,Yes,Loan,Most of the time,Most of the time,Most of the time,Every other day,Most of the times,Stressed,Maybe,No,Maybe
10/16/2021 12:19:18,21,Female,India,Uttar Pradesh,Student,No,1st wave(2020),Similar during both,My health was not affected,Yes,"Family member, Close friend",5,Little worried,1,Call,5,Interaction became difficult,3,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Rarely,Sometimes,Very Rare,Sometimes,Stressed,No,No,No
10/16/2021 12:22:22,21,Male,India,Uttar Pradesh,Student,Yes,1st wave(2020),2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",3,Little worried,5,Video Call,5,I felt no change,3,Not relevant for me,Normal,Increase,Yes,No,,,Most of the time,Never,Rarely,sometimes,Sometimes,Stressed,Yes,Yes,Yes
10/16/2021 12:29:01,27,Female,India,Maharashtra,Corporate,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",3,Stressed,2,Text,4,Interaction completely stopped,4,Pay /Income decreased,Improved,Decrease,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,Not at all,Sometimes,Stressed,Yes,Yes,Maybe
10/16/2021 12:43:39,21,Female,India,Rajasthan,Student,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member",3,Stressed,2,Call,5,Interaction became difficult,3,No Change,Declined,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Sometimes,sometimes,Sometimes,Stressed,No,Yes,Maybe
10/16/2021 12:50:17,33,Female,India,Haryana,Government,Yes,Similar during both,2nd wave(2021),1st wave(2020),Yes,"Myself, Family member, Close friend",3,Stressed,5,Text,4,Interaction became difficult,3,Pay /Income decreased,Normal,Decrease,No,Yes,No,None,Most of the time,Sometimes,Sometimes,sometimes,Rarely,Stressed,Yes,Yes,Maybe
10/16/2021 13:02:39,22,Female,India,Rajasthan,Corporate,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,1,Little worried,4,Video Call,4,Interaction became difficult,4,Not relevant for me,Declined,Decrease,No,Yes,Yes,None,Most of the time,Most of the time,Most of the time,sometimes,Sometimes,Normal,Maybe,Yes,Maybe
10/16/2021 13:03:48,46,Female,India,Delhi,Education,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,4,Stressed,2,Call,2,Interaction became difficult,4,Pay /Income decreased,Not relevant for me,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,sometimes,Sometimes,Stressed,Maybe,Maybe,Yes
10/16/2021 13:06:29,22,Male,India,Delhi,Student,No,1st wave(2020),1st wave(2020),My health was not affected,Yes,Family member,3,Little worried,1,Video Call,4,Interaction became difficult,5,Not relevant for me,Declined,No change,No,No,,,Sometimes,Sometimes,Sometimes,sometimes,Rarely,Normal,No,Yes,No
10/16/2021 13:13:48,20,Female,India,Delhi,Student,No,2nd wave(2021),1st wave(2020),My health was not affected,Yes,Family member,2,Little worried,2,Call,3,Interaction became difficult,3,Not relevant for me,Declined,No change,No,Yes,Yes,None,Most of the time,Sometimes,Sometimes,Very Rare,Rarely,Stressed,Maybe,Yes,Maybe
10/16/2021 13:15:36,15,Female,India,Delhi,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,4,Stressed,2,Text,3,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Stressed,Yes,Yes,Yes
10/16/2021 13:47:12,18,Male,India,Varanasi,Student,Yes,Similar during both,Similar during both,My health was not affected,No,,,,2,Call,2,Interaction became difficult,3,Not relevant for me,Normal,Decrease,No,No,,,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Normal,No,No,No
10/16/2021 13:48:48,20,Male,India,Delhi,Student,Yes,1st wave(2020),1st wave(2020),My health was not affected,Yes,Family member,3,Little worried,1,Text,3,I felt no change,4,Not relevant for me,Normal,Increase,No,Yes,No,None,Sometimes,Sometimes,Rarely,Very Rare,Sometimes,Normal,Yes,Yes,Yes
10/16/2021 14:22:05,27,Female,India,Delhi,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Family member,4,Stressed,3,Text,1,Interaction became difficult,5,No Change,Declined,Decrease,No,Yes,No,None,Most of the time,Sometimes,Most of the time,sometimes,Most of the times,Stressed,Maybe,Yes,No
10/16/2021 14:30:02,20,Male,India,Uttar Pradesh,Student,No,Similar during both,2nd wave(2021),My health was not affected,Yes,Close friend,5,Little worried,3,Call,4,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,Yes,Yes,Insurance,Sometimes,Most of the time,Most of the time,sometimes,Rarely,Stressed,Yes,Yes,Maybe
10/16/2021 14:55:40,20,Female,India,Rajasthan,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Family member,5,Little worried,5,Call,5,Interaction became difficult,3,Not relevant for me,Declined,Decrease,No,No,,,Rarely,Rarely,Sometimes,sometimes,Sometimes,Stressed,Yes,Yes,Maybe
10/16/2021 14:56:38,30,Male,India,Himachal pradesh,Corporate,No,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,2,Little worried,2,Call,1,I felt no change,1,No Change,Not relevant for me,No change,No,Yes,Yes,None,Rarely,Never,Never,sometimes,Never,Not relevant,Maybe,Yes,No
10/16/2021 15:18:10,28,Male,India,UP,Corporate,No,1st wave(2020),1st wave(2020),1st wave(2020),Yes,"Myself, Family member, Close friend",4,Little worried,1,Text,5,Interaction completely stopped,4,No Change,Declined,Increase,No,Yes,No,Insurance,Sometimes,Rarely,Sometimes,sometimes,Sometimes,Normal,Yes,Yes,No
10/16/2021 15:18:29,31,Male,India,Himachal Pradesh,Government,Yes,Similar during both,Similar during both,My health was not affected,Yes,Family member,4,Little worried,5,Call,5,I felt no change,5,No Change,Not relevant for me,No change,No,Yes,No,None,Most of the time,Never,Rarely,Not at all,Rarely,Normal,Yes,Yes,Yes
10/16/2021 15:24:17,23,Female,India,Madhya Pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),Similar during both,Yes,Family member,5,Stressed,4,Call,5,I felt no change,3,No Change,Declined,Increase,No,Yes,No,None,Most of the time,Sometimes,Most of the time,sometimes,Sometimes,Stressed,Maybe,Yes,Maybe
10/16/2021 16:02:18,19,Male,India,Uttar pradesh,Student,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Myself,3,Stressed,2,Call,5,Interaction became difficult,4,No Change,Declined,Increase,No,Yes,Yes,None,Most of the time,Most of the time,Most of the time,Very Rare,Most of the times,Stressed,Yes,Yes,No
10/16/2021 16:26:59,40,Male,India,Chhattisgarh,Self Employed,Yes,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,Myself,2,Stressed,3,Watsapp,3,I felt no change,5,Pay /Income increased,Not relevant for me,Increase,No,No,,,Sometimes,Rarely,Rarely,Not at all,Never,Normal,Yes,Yes,No
10/16/2021 16:27:19,31,Female,India,Maharashtra,Corporate,Yes,Similar during both,Similar during both,My health was not affected,Yes,Close friend,5,Stressed,4,Call,3,Interaction became difficult,5,No Change,Not relevant for me,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Sometimes,sometimes,Most of the times,Stressed,Yes,Yes,No
10/16/2021 16:28:41,21,Female,India,Uttar pradesh,Student,Yes,Similar during both,1st wave(2020),2nd wave(2021),Yes,"Family member, Close friend",3,Stressed,1,Text,5,Interaction became difficult,3,Not relevant for me,Declined,No change,No,Yes,No,None,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Normal,Yes,Maybe,Maybe
10/16/2021 16:51:38,15,Male,india,Uttar pradesh,Student,Yes,1st wave(2020),1st wave(2020),My health was not affected,Yes,Close friend,3,Not worried,2,Text,4,Interaction completely stopped,5,Not relevant for me,Declined,Decrease,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,Very Rare,Never,Stressed,Maybe,Maybe,Maybe
10/16/2021 17:27:36,24,Female,India,Mumbai,Corporate,No,1st wave(2020),2nd wave(2021),My health was not affected,Yes,Family member,4,Stressed,3,Video Call,5,Interaction became difficult,5,Pay /Income decreased,Not relevant for me,No change,No,Yes,Yes,None,Rarely,Sometimes,Most of the time,Not at all,Rarely,Normal,Maybe,Yes,No
10/16/2021 17:57:39,20,Female,India,Uttar Pradesh,Student,No,Similar during both,2nd wave(2021),My health was not affected,Yes,Family member,5,Stressed,2,Text,4,It became more interactive,5,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Rarely,Most of the time,Every other day,Most of the times,Stressed,Maybe,Yes,No
10/16/2021 20:12:09,39,Female,India,Uttar Pradesh,Business,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,3,Stressed,3,Call,2,Interaction became difficult,4,Got new job / Started new Business,Not relevant for me,Decrease,No,Yes,No,None,Most of the time,Most of the time,Sometimes,Very Rare,Never,Normal,Yes,Maybe,Maybe
10/16/2021 23:24:48,25,Male,India,Karnataka,Corporate,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Family member, Close friend",4,Stressed,1,Text,3,Interaction became difficult,2,No Change,Not relevant for me,Increase,No,Yes,No,None,Sometimes,Most of the time,Most of the time,sometimes,Sometimes,Stressed,No,Yes,No
10/17/2021 8:11:33,22,Female,India,Odisha,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,"Myself, Family member, Close friend",1,Little worried,3,Text,5,I felt no change,1,No Change,Improved,Decrease,No,No,,,Most of the time,Rarely,Sometimes,Very Rare,Rarely,Relaxed,Yes,Yes,Maybe
10/17/2021 8:25:08,28,Female,India,Madhya Pradesh,Corporate,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member",4,Stressed,2,Call,3,I felt no change,3,No Change,Not relevant for me,Decrease,No,Yes,Yes,Insurance,Most of the time,Sometimes,Never,sometimes,Sometimes,Stressed,Yes,Maybe,Maybe
10/17/2021 8:43:51,32,Female,India,Mp,Home maker,No,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",3,Stressed,4,Call,3,Interaction completely stopped,5,Not relevant for me,Not relevant for me,Increase,No,Yes,Yes,Loan,Rarely,Sometimes,Sometimes,sometimes,Sometimes,Not relevant,Yes,Yes,Yes
10/17/2021 17:25:10,30,Male,India,Up,Education,Yes,Similar during both,1st wave(2020),2nd wave(2021),Yes,Close friend,3,Little worried,2,Call,3,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,No,,,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Stressed,Yes,Yes,Maybe
10/18/2021 11:07:07,27,Male,India,UP,Corporate,Yes,1st wave(2020),2nd wave(2021),My health was not affected,Yes,Family member,2,Stressed,5,Video Call,4,It became more interactive,5,Got new job / Started new Business,Not relevant for me,Increase,No,No,,,Never,Never,Most of the time,Not at all,Sometimes,Normal,Yes,Yes,Yes
10/18/2021 11:13:13,27,Male,India,Uttar Pradesh,Private,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),No,,,,5,Call,5,It became more interactive,5,No Change,Not relevant for me,No change,No,Yes,Yes,None,Never,Never,Never,Not at all,Never,Not relevant,Maybe,Maybe,Maybe
10/18/2021 11:26:11,25,Male,India,UTTAR PRADESH,Corporate,Yes,Similar during both,Similar during both,Similar during both,Yes,Close friend,5,Stressed,5,Call,4,Interaction completely stopped,5,Lost job/ Business Closed,Improved,Increase,No,Yes,No,Loan,Most of the time,Most of the time,Most of the time,Very Rare,Most of the times,Stressed,Maybe,Yes,Maybe
10/18/2021 12:17:56,20,Male,India,UttarPradeh,Student,Yes,Similar during both,Similar during both,My health was not affected,Yes,Family member,1,Little worried,3,Video Call,4,Interaction became difficult,5,Not relevant for me,Declined,No change,No,Yes,Yes,Insurance,Sometimes,Sometimes,Most of the time,sometimes,Sometimes,Stressed,Maybe,Yes,Maybe
10/18/2021 12:21:30,20,Male,India,Uttar Pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,1,Little worried,4,Call,4,It became more interactive,1,Not relevant for me,Declined,No change,No,Yes,Yes,None,Sometimes,Most of the time,Never,Not at all,Sometimes,Stressed,No,No,No
10/18/2021 12:30:14,17,Female,India,Himachal Pradesh,Student,No,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Family member,5,Stressed,2,Text,2,Interaction became difficult,2,Not relevant for me,Declined,No change,No,Yes,No,None,Sometimes,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Yes,Maybe,No
10/18/2021 12:30:20,19,Male,India,Uttarakhand,Student,No,Similar during both,1st wave(2020),My health was not affected,Yes,Family member,3,Stressed,1,Text,3,Interaction became difficult,4,Not relevant for me,Declined,Decrease,No,No,,,Most of the time,Most of the time,Most of the time,sometimes,Sometimes,Stressed,Maybe,Yes,No
10/18/2021 12:32:00,18,Male,India,Uttar pradesh,Student,Yes,Similar during both,1st wave(2020),1st wave(2020),Yes,Close friend,5,Little worried,3,Video Call,3,I felt no change,4,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Never,Most of the time,Never,Not at all,Never,Not relevant,Maybe,No,No
10/18/2021 12:32:07,19,Male,India,New Delhi,Student,Yes,Similar during both,2nd wave(2021),Similar during both,Yes,Family member,4,Stressed,4,Call,2,Interaction became difficult,3,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Most of the time,Sometimes,Every other day,Most of the times,Stressed,Yes,Yes,No
10/18/2021 12:33:25,19,Female,India,New Delhi,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,"Myself, Family member, Close friend",2,Little worried,4,Text,3,It became more interactive,4,Not relevant for me,Declined,No change,No,Yes,Yes,None,Sometimes,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Yes,Yes,No
10/18/2021 12:37:40,20,Male,India,Chennai,Student,Yes,Similar during both,Similar during both,My health was not affected,Yes,"Myself, Family member, Close friend",2,Not worried,3,Text,3,I felt no change,3,No Change,Normal,Increase,No,Yes,No,None,Never,Never,Never,Not at all,Never,Relaxed,Maybe,Maybe,Maybe
10/18/2021 12:38:56,20,Male,India,Delhi,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Family member, Close friend",2,Stressed,2,Text,3,Interaction became difficult,3,Not relevant for me,Normal,Decrease,No,No,,,Sometimes,Sometimes,Most of the time,Not at all,Sometimes,Normal,Maybe,Yes,Yes
10/18/2021 12:54:17,20,Female,India,Uttarpradesh,Education,Yes,Similar during both,Similar during both,My health was not affected,Yes,Family member,1,Little worried,1,Call,1,I felt no change,3,Pay /Income decreased,Declined,Decrease,No,Yes,No,None,Sometimes,Sometimes,Most of the time,Every other day,Sometimes,Stressed,Maybe,No,No
10/18/2021 12:57:38,20,Male,India,Uttar Pradesh,Student,Yes,Similar during both,Similar during both,My health was not affected,No,,,,4,Text,2,I felt no change,5,Not relevant for me,Not relevant for me,No change,No,No,,,Rarely,Rarely,Rarely,sometimes,Rarely,Normal,Yes,Yes,Maybe
10/18/2021 12:58:20,19,Male,India,Delhi,Student,No,2nd wave(2021),Similar during both,2nd wave(2021),Yes,"Family member, Close friend",5,Stressed,1,Text,3,Interaction became difficult,2,Not relevant for me,Normal,Decrease,No,No,,,Most of the time,Sometimes,Sometimes,sometimes,Sometimes,Stressed,Yes,Maybe,Maybe
10/18/2021 13:04:41,20,Male,India,Jharkhand,Student,No,Similar during both,Similar during both,My health was not affected,Yes,Close friend,1,Little worried,2,Text,3,I felt no change,3,No Change,Normal,No change,No,Yes,Yes,None,Never,Most of the time,Never,sometimes,Rarely,Normal,Yes,Maybe,Yes
10/18/2021 13:05:00,23,Male,India,Madhya Pradesh,Corporate,Yes,2nd wave(2021),1st wave(2020),1st wave(2020),Yes,Family member,3,Little worried,3,Call,3,I felt no change,3,Got new job / Started new Business,Not relevant for me,Increase,No,No,,,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Normal,Maybe,Maybe,No
10/18/2021 13:09:08,19,Male,India,UP,Student,Yes,1st wave(2020),1st wave(2020),2nd wave(2021),Yes,Close friend,5,Stressed,1,Personal Meeting,1,Interaction completely stopped,1,Lost job/ Business Closed,Improved,Increase,No,No,,,Never,Never,Never,Every other day,Never,Relaxed,Yes,Yes,Yes
10/18/2021 13:45:04,20,Female,India,Uttar Pradesh,Student,No,2nd wave(2021),1st wave(2020),1st wave(2020),Yes,Close friend,3,Stressed,2,Call,4,Interaction became difficult,3,Not relevant for me,Normal,Decrease,No,No,,,Sometimes,Sometimes,Most of the time,sometimes,Sometimes,Stressed,Maybe,Yes,Yes
10/18/2021 13:58:47,33,Female,India,Himachal Pradesh,Post Doctrate,No,1st wave(2020),1st wave(2020),2nd wave(2021),Yes,Close friend,4,Not worried,4,Call,4,Interaction became difficult,4,Pay /Income decreased,Normal,Increase,No,Yes,No,None,Most of the time,Sometimes,Most of the time,sometimes,Sometimes,Stressed,No,Yes,Yes
10/18/2021 15:16:55,20,Male,India,Uttar Pradesh,Student,No,Similar during both,2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",5,Little worried,1,Video Call,5,Interaction completely stopped,5,Not relevant for me,Normal,No change,No,No,,,Rarely,Never,Sometimes,Very Rare,Sometimes,Normal,No,Yes,No
10/18/2021 15:46:42,29,Female,India,Other,Education,No,1st wave(2020),1st wave(2020),2nd wave(2021),Yes,Myself,1,Not worried,3,Call,4,I felt no change,4,No Change,Normal,No change,No,No,,,Sometimes,Sometimes,Sometimes,Very Rare,Rarely,Normal,Yes,Yes,Yes
10/18/2021 15:52:43,35,Female,India,Karnatka,Homemaker,No,1st wave(2020),Similar during both,Similar during both,Yes,Close friend,3,Little worried,1,Call,3,Interaction became difficult,4,Not relevant for me,Not relevant for me,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Most of the time,sometimes,Sometimes,Not relevant,Yes,Yes,Yes
10/18/2021 16:20:36,19,Male,INDIA,DELHI,Student,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",3,Little worried,3,Text,5,Interaction became difficult,5,Not relevant for me,Normal,Increase,No,No,,,Sometimes,Sometimes,Sometimes,Every other day,Rarely,Normal,Maybe,Yes,Yes
10/18/2021 16:21:08,19,Female,India,Other,Student,Yes,1st wave(2020),Similar during both,My health was not affected,Yes,Family member,4,Stressed,4,Video Call,4,Interaction became difficult,4,No Change,Declined,Increase,No,Yes,No,None,Most of the time,Sometimes,Sometimes,sometimes,Rarely,Stressed,Yes,Yes,Yes
10/18/2021 16:31:07,21,Male,India,Uttar Pradesh,Student,Yes,Similar during both,1st wave(2020),Similar during both,Yes,"Family member, Close friend",4,Stressed,4,Text,3,Interaction became difficult,2,Not relevant for me,Improved,Increase,No,No,,,Most of the time,Rarely,Rarely,sometimes,Sometimes,Normal,Yes,Yes,Maybe
